ID                                                      NAME            
04202300110000  CONWAY POLICE PENSIONS FUND     
04203000210000  MALVERN POLICE PENSION FUND     
04203000210100  MALVERN FIREMENS PENSION FUND   
04203400410000  NEWPORT FIREMENS PENSION AND RELIEF FUND        
04203500310000  PINE BLUFF FIREMENS RELIEF & PENSION FUND       
04203500310100  PINE BLUFF POLICEMEN RELIEF AND PENSION FUND    
04203500310200  PINE BLUFF CITY NON-UNIFORM EMPLOYEES RETIREMENT PLAN   
04203500310400  PINE BLUFF CIVIC AUDITORIUM RETIREMENT SYSTEM   
04203500310600  PINE BLUFF MUNICIPAL JUDGE AND MUNICIPAL CLERK RETIREMENT FUND  
04203801010000  WALNUT RIDGE FIREMENS PENSIONS FUND     
04204200410000  PARIS FIREMENS PENSION FUND     
04204800110000  BRINKLEY POLICE RELIEF AND AND PENSION FUND     
04204800210000  CLARENDON FIREMENS PENSION FUND 
04205200210000  CAMDEN FIREMENS PENSION FUND    
04205400410000  WEST HELENA POLICE AND FIRE PENSION FUND        
04205700310000  MENA FIREMENS PENSION FUND      
04205800510000  RUSSELVILLE FIREMENS PENSION AND RELIEF FUND    
04205900410000  HAZEN FIREMENS PENSION FUND     
04206000310000  JACKSONVILLE FIREMENS PENSION AND RELIEF FUND   
04206000410000  LITTLE ROCK CITY FIREMENS RELIEF AND PENSION FUND       
04206000410100  LITTLE ROCK CITY POLICE PENSION AND RELIEF FUND 
04206000410200  LITTLE ROCK MUNICIPAL JUDGES RETIREMENT FUND    
04206000410300  LITTLE ROCK NONUNIFORMED EMPLOYEES DEFINED BENEFIT PLAN 
04206200310000  FORREST CITY FIRE AND POLICE RET SYSTEM 
04206300110000  BENTON FIREMENS PENSION FUND    
04207200310000  FAYETTEVILLE POLICEMENS RETIREMENT SYSTEM       
04207200310100  FAYETTEVILLE FIREMENS PENSION AND RELIEF FUND   
05000000012501  PUBLIC EMPLOYEES RETIREMENT SYSTEM      
05000000012502  PUBLIC EMPLOYEES RETIREMENT SYSTEM      JUDGES RETIREMENT FUND OF CA
05000000012503  PUBLIC EMPLOYEES RETIREMENT SYSTEM      LEGISLATORS RTMNT SYSTEM OF CALIFORNIA
05000000015801  TEACHERS RETIREMENT SYSTEM      
05000000016011  UNIVERSITY OF CALIFORNIA        RETIREMENT SYSTEM
05000000090101  VOLUNTEER FIREFIGHTERS LENGTH OF SERV AWARD SYS 
05100100110000  ALAMEDA COUNTY RETIREMENT ASSOCIATION   
05100700710000  CONTRA COSTA CO EMPLOYEE RETIREMENT SYSTEM      
05101001010000  FRESNO COUNTY EMPLOYEES RETIREMENT LAW OF 1937  
05101301310000  IMPERIAL CO EMPLOYEES RETIREMEMENT SYSTEM       
05101501510000  KERN CO EMPLOYEES RETIREMENT ASSN       
05101901910000  LOS ANGELES COUNTY EMPLOYEES RETIREMENT ASSN    
05102102110000  MARIN CO EMPLOYEES RETIREMENT FUND      
05102302310000  MENDOCINO COUNTY EMPLOYEES RETIREMENT ASSOCIATION       
05102402410000  MERCED COUNTY EMPLOYEES RETIREMENT SYS  
05103003010000  ORANGE CO EMPLOYEES RETIREMENT SYSTEM   
05103403410000  SACRAMENTO CO EMPLOYEES RETIREMENT SYSTEM       
05103603610000  SAN BERNARDINO COUNTY EMPLOYEES RETIREMENT SYSTEM       
05103703710000  SAN DIEGO CO EMPLOY RETIRE SYS  
05103903810000  SAN JOAQUIN CO EMPLOYEES RETIREMENT ASSOCIATION 
05104003910000  SAN LUIS OBISPO COUNTY PENSION TRUST FUND       
05104104010000  SAN MATEO CO EMPLOYEES RETIREMENT ASSN  
05104204110000  SANTA BARBARA COUNTY EMPLOYEES RETIREMENT ASSN  
05104904810000  SONOMA CO EMPLOYEES RETIREMENT SYSTEM   
05105004910000  STANISLAUS CO EMPLOYEES RETIREMENT SYSTEM       
05105405310000  TULARE CO EMPLOYEES RETIREMENT ASSOCIATION      
05105605510000  VENTURA CO EMPLOYEES RETIREMENT ASSOCIATION     
05200100210000  ALBANY POLICE AND FIRE PENSION AND RELIEF FUND  
05200100910000  OAKLAND MUNICIPAL EMPLOYEES RETIREMENT  
05200100910100  OAKLAND POLICE AND FIRE RETIREMENT SYSTEM       
05200101010000  PIEDMONT POLICE AND FIRE PENS FUND      
05200700310000  CONCORD CITY EMPLOYEES PENSION PLAN     
05200700410000  EMPLOYEE PENS TRUST FUND        
05200700910000  RICHMOND GENERAL PENSION FUND   
05200700910100  RICHMOND POLICE AND FIREMANS PENSION PLAN       
05201000510000  FRESNO CITY POLICE FIRE PENSION BOARD   
05201000510100  FRESNO CITY EMPLOYEES RETIREMENT CHIEF ACCOUNTANT       
05201200310000  EUREKA FIRE AND POLICE RETIREMENT SYS   
05201500110000  BAKERSFIELD CITY FIREMENS DISABILITY AND RETIREMENT     
05201902610000  LONG BEACH PUBLIC TRANS CO EMPLOYEES RETIREMENT SYSTEM  
05201902710000  WATER POWER EMPLOYEES RETIREMENT PLAN   
05201902710100  CITY EMPLOYEES RETIREMENT SYS   
05201902710200  LOS ANGELES FIRE AND POLICE PENSION SYSTEM      
05201903510000  PASADENA FIRE-POLICE RETIREMENT SYSTEM  
05203400510000  SACRAMENTO CITY EMPLOYEES RETIREMENT SYSTEM     
05203701010100  CITY EMPLOYEES RETIREMENT SYSTEM OF SAN DIEGO   
05203800110000  SAN FRANCISCO CITY AND COUNTY EMPLOYEES RETIREMENT SYSTEM       
05203900310000  EMPLOYEES RETIREMENT SYSTEM     
05204200310000  SANTA BARBARA FIRE AND POLICE RETIREMENT SYSTEM 
05204301210000  SAN JOSE POLICE AND FIRE DEPARTMENT RETIREMENT PLAN     
05204301210100  SAN JOSE FEDERATED CITY EMPLOYEES RETIREMENT SYSTEM     
05400101010000  EAST BAY MUN UTILITY DISTRICT EMPLOYEES RETIREMENT SYSTEM       
05400150110000  ALAMEDA-CONTRA COSTA TRANSIT DISTRICT RETIREMENT SYSTEM 
05401902210000  LA CO METRO TRANSIT AUTH MAINTENANCE EMPLOYEES RETIREMENT PLAN  
05401902210100  LA CO METRO TRANSIT AUTH NON-CONTRACT EMPLYS RETIREMENT PLAN    
05401902210200  LA CO METRO TRANSIT AUTH UNITED TRANS UNION RETIREMENT PLAN     
05401902210300  LA CO METRO TRANS AUTH TRANS COMMUNICATION UNION RETIREMENT PLAN        
05401902210400  LA CO METRO TRANSIT-AFSCME PENSION FUND 
05403761910000  SAN DIEGO TRANSIT CORPORATION RETIREMENT SYSTEM 
05403971210000  STOCKTON METROPOLITAN TRANSIT DISTRICT  
05404320600100  SANTA CLARA CO TRANS DIST AMALG TRANS UNION PENSION PLAN        
06000000004501  PUBLIC EMPLOYEES RETIREMENT ASSOCIATION 
06000000090001  COLORADO FIRE AND POLICE PENSION ASSOCIATION    
06100100110000  ADAMS COUNTY RETIREMENT PLAN ASSOCIATION        
06102102010000  RETIREMENT PLAN EL PASO COUNTY  
06200100710000  WESTMINSTER FIREMEN PENSION FUND        
06200180110000  NORTHGLENN POLICE PENSION BOARD 
06200300310000  ENGLEWOOD CITY EMPLOYEES PENSION SYSTEM 
06200300310100  ENGLEWOOD CITY FIREMEN PENSION SYSTEM   
06200300410000  GLENDALE POLICE PENSION FUND    
06200300610000  LITTLETON POLICE PENSION FUND   
06200350110000  AURORA GEN EMPLOYEES RETIREMENT PLAN    
06200700110000  BOULDER POLICEMENS PENSION FUND 
06200700110100  BOULDER FIREMENS PENSION FUND   
06200700410000  EMPLOYEES PENSION PLAN LONGMONT CITY    
06200700410100  LONGMONT FIREMENS PENSION PLAN  
06200700410200  LONGMONT POLICE PENSION PLAN    
06200700510100  LOUISVILLE FIREMEN PENSION FUND 
06200800110000  BUENA VISTA POLICEMEN S PENSION FUND    
06200800110100  BUENA VISTA FIREMEN PENSION FUND        
06201300310000  ORDWAY FIREMEN PENSION FUND     
06201600110000  BOARD OF WATER COMMISIONERS RETIREMENT PLAN TRUST FUND  
06201600110100  DENVER EMPLOYEES RETIRE PLAN    
06201700210000  RICO FIREMEN PENSION FUND       
06202200110000  CANON CITY POLICEMEN S PENSION FUND     
06202200110100  CANON CITY FIREMEN PENSION FUND 
06202600210000  GUNNISON FIREMEN PENSION FUND   
06202800210000  WALSENBURG FIREMEN PENSION FUND 
06202900110000  WALDEN FIREMEN PENSION FUND     
06203000110000  ARVADA POLICEMENS PENSION FUND  
06203000210000  EDGEWATER FIREMEN PENSION FUND  
06203000210100  EDGEWATER POLICEMENS PENSION FUND       
06203400210000  CITY OF DURANGO FIREMEN PENSION FUND    
06203400210100  CITY OF DURANGO POLICEMEN PENSION FUND  
06203500410000  LOVELAND AND RURAL DIST CONSOLIDATED FIRE PENSION FUND  
06203600110000  AGUILAR FIRE/POLICE PENSION FUND        
06203700310100  HUGO FIREMEN PENSION FUND       
06203700410000  LIMON FIREMEN PENSION FUND      
06204200110000  CORTEZ FIREMEN PENSION FUND     
06204200210100  DOLORES FIREMEN PENSION FUND    
06204200310000  MANCOS FIREMENS RETIREMENT SYSTEM       
06204500201000  FOWLER FIREMEN PENSION FUND     
06205000110000  GRANADA POLICEMEN PENSION FUND  
06205000410100  LAMAR POLICE PENSION FUND       
06205150110000  BOONE FIREMEN PENSION FUND      
06205400210000  TOWN OF OAK CREEK FIREMEN PENSION FUND  
06206100110100  AKRON FIREMEN PENSION FUND      
06206200510000  EVANS POLICE PENSION FUND       
06206201810000  LA SALLE POLICEMEN PENSION FUND 
06206300110000  ECKLEY FIREMEN PENSION FUND     
06206300210100  WRAY FIREMEN PENSION FUND       
06206300310100  YUMA FIREMEN PENSION FUND       
06400100610000  SO ADAMS CO FIRE PROTECT DIST FIREMEN PENSION FUND      
06400760510000  LYONS FIREMEN PENSION FUND      
06401500710000  DELTA CO FIRE PROTECTION DIST FIREMEN PENSION FUND      
06401501110000  FIRE PROTECTION DIST 4 FIREMEN PENSION FUND     
06403000310000  ARVADA FIRE PROTECTION DIST FIREMEN PENSION FUND        
06403052310000  FAIRMOUNT FIRE PROTECTION DIST FIREMEN PENSION FUND     
06403200110000  BURLINGTON RURAL FIRE PROT DIST FIREMENS PENSION FUND   
06404800310000  HOLYOKE FIRE PROTECTION DIST FIREMEN PENSION FUND       
06405300210000  DEL NORTE FIRE PROTECTION DIST FIREMENS PENSION FUND    
06405550110000  RURAL FIRE PROTECT DISTRICT FIREMEN PENSION FUND        
06405560110000  NORTHERN SAGUACHE FIRE PROTECTION DIST PENSION FUND     
06405700110000  NORWOOD RURAL FIRE PROT DIST FIREMEN PENSION FUND       
06406201110000  NUNN RURAL FIRE PROTECT DIST FIREMEN PENSION FUND       
06501600110000  DENVER PUBLIC SCHOOLS RETIREMENT SYSTEM 
07000000010201  TEACHERS RETIREMENT BOARD       
07000000090001  STATE EMPLOYEES RETIREMENT COMMISSION   CONN STATE EMPLOYEES RETIREMENT FUND
07000000090003  STATE EMPLOYEES RETIREMENT COMMISSION   MUNICIPAL EMPLOYEES RTMNT SYSTEM FUND B
07000000090004  STATE EMPLOYEES RETIREMENT COMMISSION   CONN GENERAL ASSY PENSION SYS
07000000090005  STATE EMPLOYEES RETIREMENT COMMISSION   CONN STATES ATTYS RETIREMENT SYS
07000000090006  STATE EMPLOYEES RETIREMENT COMMISSION   CONN PROBATE JUDGES & EMP RET FD
07000000090007  STATE EMPLOYEES RETIREMENT COMMISSION   CONN JUDGES & COMP COMM RET FD
07000000090008  STATE EMPLOYEES RETIREMENT COMMISSION   CT PUBLIC DEFENDERS SYSTEM
07200100410000  NORWALK FIREMENS BENEFIT FUND   
07200100410100  NORWALK POLICE BENEFIT FUND     
07200100410200  NORWALK CITY EMPL PENSION FUND  
07200100610000  STAMFORD EMPLOYEES RETIREMENT FUND      
07200100610100  CUSTODIANS AND MECHANICS PENSION FUND   
07200100610200  STAMFORD FIREMENS PENSION FUND  
07200100610300  STAMFORD POLICE PENSION FUND    
07200200110000  GENERAL CITY RETIREMENT SYSTEM FUND     
07200200110100  BRISTOL FIREFIGHTERS BENEFIT FUND       
07200200110200  BRISTOL POLICE BENEFIT FUND     
07200200210000  MUNICIPAL EMPLOYEE RETIREMENT FUND      
07200200210100  HARTFORD POLICE BENEFIT FUND    
07200200310000  NEW BRITAIN POLICE BENEFIT FUND 
07200200310100  NEW BRITAIN FIREMENS PENSION FUND OF    
07200300310000  TORRINGTON POLICE AND FIRE PENSION FUND 
07200300310100  BOARD OF EDUCATION EMPLOYEES RETIREMENT FUND    
07200300310200  CITY EMPLOYEES RETIREMENT FUND  
07200400210000  MIDDLETOWN EMPLOYEES PENSION SYSTEM     
07200500310000  DERBY CITY PUBLIC EMPLOYEES' RETIREMENT SYSTEM  
07200500610000  NEW HAVEN POLICE AND FIREMAN'S RET FUND 
07200500610200  CITY EMPLOYEE RETIREMENT FUND   
07200500810000  WATERBURY RETIREMENT SYSTEM     
07200550110000  MILFORD RETIREMENT SYSTEM       
07200600510000  CITY OF NORWICH FIREMENS RETIREMENT FUND        
07200600510100  CITY OF NORWICH EMPLOYEE RETIREMENT FUND        
07200600510200  CITY OF NORWICH POLICEMEN RETIREMENT FUND       
07200600510300  NORWICH VOLUNTEER FIRE PENSION FUND     
07300100410000  DARIEN POLICE PENS SYSTEM       
07300100610000  FAIRFIELD FIREMENS AND POLICEMENS RETIREMENT FUND       
07300100710000  GREENWICH TOWN RETIREMENT SYSTEM        
07300101510000  TOWN EMPLOYEES PENSION FUND     
07300101810000  WESTPORT FIREMENS PENSION FUND  
07300101810100  WESTPORT TOWN PENSION FUND      
07300101810200  WESTPORT POLICE PENSION FUND    
07300200710000  EAST HARTFORD TOWN RETIREMENT SYSTEM    
07300201010000  TOWN OF FARMINGTON PENSION PLAN 
07300201210000  TOWN OF GRANBY PENSION PLAN     
07300201410000  RETIREMENT ALLOWANCE FUND       
07300202010000  SOUTHINGTON POLICE RETIREMENT FUND      
07300202210000  FULL TIME EMPLOYEES LOCAL RETIREMENT    
07300202310000  PENSION FUND OF WEST HARTFORD TOWN      
07300301110000  TOWN OF MORRIS RETIREMENT PLAN TRUST    
07300302010000  TOWN OF THOMASTON RETIREMENT PLAN COMMITTEE     
07300302510000  WOODBURY TOWN PENSION PLAN      
07300400310000  TOWN OF CROMWELL RETIREMENT PLAN        
07300401410000  TOWN OF WESTBROOK RETIREMENT PLAN       
07300500410000  TOWN OF CHESHIRE RETIREMENT PLAN        
07300500410100  CHESHIRE POLICE DEPT RETIREMENT PLAN    
07300500710000  RETIREMENT FUND EMPLOYEES HAMDEN TOWN   
07300501710000  PENSION COMMITTEE       
07300501810000  TOWN OF WALLINGFORD RETIREMENT FUND     
07300501810100  TOWN OF WALLINGFORD FIREFIGHTERS' PLAN  
07300600610000  TOWN OF GROTON RETIREMENT FUND  
07300601710000  TOWN OF STONINGTON PENSION PLAN 
07400503310000  W SHORE FIRE DISTRICT FIREMENS PENSION FUND     
08000000090001  DELAWARE STATE RETIREMENT BOARD OF PENSIONS     
08100200210000  NEW CASTLE COUNTY EMPLOYEES RETIREMENT SYSTEM   
08200100510000  DOVER POLICE PENSION PLAN       
08200100510100  DOVER GENERAL EMPLOYEE PENSION PLAN     
08200200910000  WILMINGTON FIREMENS PENSION FUND        
08200200910100  WILLMINGTON POLICE PENSION FUND 
09200100110000  WASHINGTON POLICE AND FIRE RETIREMENT SYSTEM    
09200100110100  TEACHERS RETIREMENT ANNUITY FUND        
09400180110100  WMATA RETIREMENT PLAN   
09400180110200  WMATA TRANSIT POLICE RETIREMENT PLAN    
09400180110300  TRANSIT EMPLOYEE'S RETIREMENT PLAN      
09400180110400  WMATA LOCAL 922 RETIREMENT PLAN 
10000000000401  DEPARTMENT OF MANAGEMENT SERVICES       DIVISION OF RETIREMENT
10200100310000  CONSOLIDATED POLICE OFFICERS AND FIREFIGHTERS PENSION FUND      
10200100310100  CITY EMPLOYEES PENSION FUND     
10200300510000  LYNN HAVEN GENERAL PENSION FUND 
10200300510100  LYNN HAVEN POLICE PENSION FUND  
10200300510200  LYNN HAVEN FIREMENS PENSION FUND        
10200300610000  PANAMA CITY FIREMENS PENSION FUND       
10200300610100  PANAMA CITY POLICE RET AND PENSION FUND 
10200300710000  PANAMA CITY BEACH POLICE RETIREMENT SYSTEM      
10200300710100  EMPLOYEES RETIREMENT SYSTEM CITY OF PANAMA CITY BEACH   
10200300710200  PANAMA CITY BEACH FIREMEN RETIREMENT SYSTEM     
10200400410000  STARKE FIREMAN RETIREMENT FUND  
10200400410100  STARKE POLICE RETIREMENT FUND   
10200400410200  CITY OF STARKE GENERAL RETIREMENT SYSTEM        
10200600210000  DEERFIELD BEACH FIREMENS RETIREMENT FUND        
10200600210100  DEERFIELD BEACH POLICE RETIREMENT SYSTEM        
10200600210200  EMPLOYEE RETIREMENT SYSTEM      
10200600410000  FT LAUDERDALE POLICEMEN-FIREMENS SYSTEM 
10200600410100  FT LAUDERDALE EMPLOYEES RETIREMENT SYSTEM       
10200600710000  CITY EMPLOYEES RETIREMENT FUND CITY OF HOLLYWOOD        
10200600710100  HOLLYWOOD FIREMENS PENSION FUND 
10200600710200  CITY OF HOLLYWOOD POLICE PENSION FUND   
10200651010000  PLANTATION GENERAL EMPLOYEES    
10200651010100  PLANTATION POLICE EMPLOYEES     
10200651010200  PLANTATION FIRE EMPLOYEES       
10200670110100  DAVIE FIREMEN RETIREMENT FUND   
10200670610000  GENERAL EMPLOYEES RETIREMENT PLN CITY OF SUNRISE        
10200670610100  SUNRISE POLICE OFFICER'S RETIREMENT PLAN        
10200670610200  SUNRISE FIREFIGHTERS' RETIREMENT PLAN   
10200800110000  PUNTA GORDA POLICE RETIREMENT FUND      
10200800110100  PUNTA GORDA FIREFIGHTERS' RETIREMENT FUND       
10201200210000  LAKE CITY POLICE PENSION FUND   
10201200210100  LAKE CITY FIREMEN PENSION FUND  
10201200210200  LAKE CITY GENERAL EMPLOYMENT PENSION PLAN       
10201300110000  EMPLOYEES RETIREMENT SYSTEM     
10201300210000  BAY HARBOR ISLANDS TOWN EMPLOYEE RETIREMENT SYSTEM      
10201300410000  CORAL GABLES RETIREMENT SYSTEM  
10201300810000  CITY OF HIALEAH EMPLOYEES RETIREMENT SYSTEM     
10201301010000  HOMESTEAD POLICE OFFICERS RETIREMENT FUND       
10201301310000  CITY OF MIAMI FIREFIGHTERS AND POLICE OFFIERS RETIREMENT TRUST  
10201301310100  CITY OF MIAMI GENERAL AND SANITATION EMPLOY RETIRE TRUST        
10201301510000  MIAMI SHORES VILLAGE PENSION FUND       
10201301810000  CITY EMPLOYEE RETIRE SYS 1968   
10201301810100  CITY EMPLOYEE RETIRE SYS 1977   
10201301910000  NORTH MIAMI BEACH GENERAL MANAGEMENT EMPLOYEES RETIREMENT PLAN  
10201302210000  SURFSIDE TWN EMP RET PLAN       
10201400110000  ARCADIA FIREMENS RETIREMENT SYSTEM      
10201400110100  ARCADIA POLICE RETIREMENT SYSTEM        
10201600310000  CITY OF JACKSONVILLE EMPLOYEES PENSION ACT 1937 
10201600310100  CITY OF JACKSONVILLE FIRE AND POLICE PENSION ACT 1937   
10201600410000  JACKSONVILLE BEACH EMPLOYEES RETIREMENT SYSTEM  
10201600510100  NEPTUNE BEACH POLICE RETIREMENT SYSTEM  
10201700110000  GENERAL PENSION RETIREMENT FUND 
10201700110100  PENSACOLA POLICE OFFICERS RETIREMENT FUND       
10201700110200  PENSACOLA FIREMENS RELIEF PENSION FUND  
10201800210000  BUNNELL FIREMENS PENSION FUND   
10202000110000  CHATTAHOOCHEE FIREMENS PENSION FUND     
10202000510000  QUINCY POLICE AND FIREMEN'S SUPPLEMENTAL PLAN   
10202500210000  WAUCHULA EMPLOYEES RETIREMENT FUND CITY OF WAUCHULA     
10202700110000  BROOKSVILLE FIREMENS RETIREMENT FUND    
10202800410100  SEBRING FIREMENS PENSION FUND   
10202800410200  SEBRING POLICE PENSION FUND     
10202900310000  CITY PENSION FUND FOR FIREMEN AND POLICEMEN     
10202900410000  TEMPLE TERRACE FIRE AND POLICE PENSION FUND     
10203100310000  VERO BEACH FIREMENS RETIREMENT SYSTEM   
10203100310100  VER0 BEACH POLICE RETIREMENT SYSTEM     
10203200710000  MARIANNA FIREMENS PENSION FUND  
10203200710100  MARIANNA POLICE PENSION FUND    
10203500310000  EUSTIS FIREMENS REL AND PENS FD 
10203500310100  EUSTIS POLICE OFFICERS RET FD   
10203500610000  HOWEY-IN-THE-HILLS MUN POLICE OFFS RETIRE TRUST FD      
10203500810000  LEESBURG POLICE RETIRE SYSTEM   
10203500810100  LEESBURG MUNICIPAL FIREMAN'S RETIREMENT PLAN    
10203500810200  LEESBURG GENERAL EMPLOYEES RETIREMENT SYSTEM    
10203501210100  MOUNT DORA FIREMEN RETIREMENT SYSTEM    
10203501410000  UMATILLA MUNIC POLICE OFFICERS RETIREMENT TRUST FUND    
10203600110000  EMPLOYEES RETIREMENT SYSTEM     
10203700110000  "CITY, POLICE AND FIRE EMPLOYEE RETIREMENT SYSTEMS"     
10204100210000  BRADENTON'S POLICE PENSION FUND 
10204100210100  BRADENTON'S FIREFIGHTERS PENSION FUND   
10204100410000  HOLMES BEACH POLICE OFFICERS RET FUND   
10204100510000  EMPLOYEES RETIREMENT FUND       
10204100510100  LONG BOAT KEY POLICE PENSION FUND       
10204100510200  LONG BOAT KEY FIREFIGHTERS PENSION FUND 
10204200410000  CITY OF OCALA RETIREMENT FUND   
10204700110000  EMPLOYEES RETIREMENT SYSTEM OKEECHOBEE CITY     
10204700110100  OKEECHOBEE FIREMEN RETIREMENT SYSTEM    
10204700110200  OKEECHOBEE POLICE RETIREMENT SYSTEM     
10204800110000  APOPKA FIREMEN RETIREMENT SYSTEM        
10204800110100  APOPKA POLICE RETIREMENT SYSTEM 
10204800410000  EATONVILLE POLICE RETIREMENT SYSTEM     
10204800610000  MUNICIPAL POLICE AND FIRE RETIREMENT SYSTEM     
10204800910000  CITY OF ORLANDO FIREMEN'S PENSION FUND  
10204800910100  CITY OF ORLANDO POLICE PENSION FUND     
10204801110000  GENERAL EMPLOYEES PENSION PLAN  
10204801110100  WINTER GARDEN POLICE AND FIRE RETIREMENT SYSTEM 
10204801210000  WINTER PARK FIREFIGHTERS PENSION TRUST FUND     
10204801210100  WINTER PARK POLICE OFFICERS RETIREMENT SYSTEM   
10204900110000  KISSIMMEE POLICE PENSION FUND   
10204900210000  ST CLOUD GENERAL RETIRE SYSTEM  
10204900210100  ST CLOUD POLICE AND FIRE RETIREMENT SYSTEM      
10205000210000  CITY OF BOCA RATON GENERAL EMPLOYEES PENSION PLAN       
10205000210100  BOCA RATON POLICE AND FIREMENS PENSION SYSTEM   
10205000310000  BOYNTON BEACH FIRE PENSION FD   
10205000310100  BOYNTON BEACH POLICE PENSION FUND       
10205000310200  EMPLOYEES PENSION FUND  
10205000510000  EMPLOYEES RETIREMENT PLAN CITY OF DELRAY BEACH  
10205001110000  JUPITER POLICE PENSION FUND     
10205001310000  EMPLOYEES RETIREMENT FUND       
10205001310100  LAKE WORTH FIREMENS RETIREMENT FUND     
10205001310200  LAKE WORTH POLICE RETIREMENT SYSTEM     
10205001910000  TOWN EMPLOYEES RETIREMENT SYSTEM        
10205002110000  CITY EMPLOYEES RETIREMENT SYSTEM        
10205002110100  RIVIERA BEACH MUNICIPAL POLICE OFFICERS 
10205002110200  RIVIERA BEACH FIREMENS RETIREMENT SYSTEM        
10205002310000  WEST PALM BEACH POLICE PENSION FUND     
10205002310100  WEST PALM BEACH FIREFIGHTERS PENSION FUND       
10205002310200  CITY OF WEST PALM BEACH RESTATED DEFINED BENEFITS RETIREMENT SYS        
10205100110000  DADE CITY FIREMENS RETIREMENT SYSTEM    
10205100110100  DADE CITY POLICE RETIREMENT SYSTEM      
10205100210000  NEW PORT RICHEY FIREMENS RETIREMENT SYSTEM      
10205100210100  NEW PORT RICHEY POLICE RETIREMENT SYSTEM        
10205200510000  EMPLOYEES PENSION FUND  
10205200710000  DUNEDIN FIREMENS RETIREMENT FUND        
10205201610000  CITY EMPLOYEES RETIREMENT SYSTEM        
10205201610100  PINELLAS PARK FIRE EMPLOYEE'S RETIREMENT SYSTEM 
10205201610200  PINELLAS PARK POLICE EMPLOYEE'S RETIREMENT SYSTEM       
10205202010000  ST PETERSBURG POLICE PENSION FUND       
10205202010100  ST PETERSBURG FIREMENS PENSION FUND     
10205202010200  EMPLOYEES RETIREMENT FUND       
10205202210000  SOUTH PASADENA FIREMENS PENSION FUND    
10205202310000  TARPON SPRINGS POLICE RETIREMENT FUND   
10205300110000  AUBURNDALE FIREMENS PENSION FUND        
10205300110100  AUBURNDALE POLICE PENSION FUND  
10205300210000  BARTOW POLICE RETIREMENT FUND   
10205300610000  CITY OF FORT MEADE EMPLOYEES PENSION FUND       
10205301310000  CITY OF LAKELAND PENSION AND RETIREMENT ACT     
10205301310100  LAKELAND FIREMENS PENSION FUND  
10205400110000  CRESCENT CITY FIREMENS PENSION FUND     
10205400310000  EMPLOYEES RETIREMENT PLAN       
